genes,state
1,0.021276596000000002
29974,0.0
2,1.595744681
144568,0.0
53947,0.212765957
51146,0.17021276600000002
8086,0.23404255300000001
65985,0.17021276600000002
51166,0.021276596000000002
195827,0.127659574
79719,0.191489362
22848,0.191489362
28971,0.29787234
14,0.489361702
15,0.021276596000000002
25980,0.191489362
441376,0.0
16,0.34042553200000003
57505,0.127659574
80755,0.0
132949,0.08510638300000001
60496,0.063829787
10157,0.021276596000000002
26574,0.276595745
9625,0.042553191
18,0.021276596000000002
19,0.042553191
10349,0.0
26154,0.021276596000000002
154664,0.0
20,0.14893617
21,0.127659574
24,0.042553191
23461,0.08510638300000001
23460,0.0
10347,0.191489362
10351,0.191489362
10350,0.021276596000000002
5243,0.0
23456,0.042553191
8647,0.0
5244,0.0
340273,0.0
22,0.021276596000000002
11194,0.191489362
23457,0.08510638300000001
4363,0.021276596000000002
89845,0.14893617
85320,0.0
1244,0.0
8714,2.191489362
10257,0.106382979
10057,0.08510638300000001
368,0.0
6833,0.021276596000000002
10060,0.021276596000000002
215,0.106382979
225,0.0
5825,0.17021276600000002
5826,0.14893617
6059,0.063829787
23,0.70212766
10061,0.25531914899999997
55324,0.6808510640000001
9619,0.106382979
9429,0.0
84696,0.0
55347,0.23404255300000001
83451,0.70212766
26090,0.446808511
145447,0.063829787
84945,0.042553191
25864,0.08510638300000001
84836,0.978723404
116236,0.127659574
81926,0.36170212799999996
51104,0.042553191
58489,0.127659574
80167,0.063829787
11057,0.25531914899999997
171586,0.0
63874,0.042553191
51099,0.0
57406,0.0
79575,0.08510638300000001
10006,0.14893617
10152,0.531914894
51225,0.08510638300000001
25890,0.14893617
25,0.46808510600000003
27,0.574468085
3983,1.191489362
84448,0.0
22885,0.25531914899999997
28,0.042553191
29,0.191489362
58527,0.0
29777,0.08510638300000001
80325,0.36170212799999996
25841,0.23404255300000001
AC001226.2,0.0
AC002429.2,0.0
AC003002.1,0.021276596000000002
AC004556.1,0.765957447
AC004754.1,0.0
AC005520.1,0.0
AC005726.2,0.042553191
AC005832.4,0.0
AC005885.1,0.063829787
AC006269.1,0.0
AC007040.2,0.0
AC007325.1,0.0
AC007325.2,0.0
AC007325.4,0.23404255300000001
AC007906.2,0.0
AC008073.3,0.0
AC008162.2,0.0
AC008560.1,0.0
AC008758.4,0.0
