"497.6, 700.8","18, 3",blue
"526.6, 40.8","19, 25",grey
"526.6, 70.8","19, 24",grey
"526.6, 100.8","19, 23",grey
"526.6, 130.8","19, 22",grey
"526.6, 160.8","19, 21",grey
"526.6, 190.8","19, 20",green
"526.6, 220.8","19, 19",green
"526.6, 280.8","19, 17",green
"526.6, 310.8","19, 16",green
"526.6, 340.8","19, 15",green
"526.6, 370.8","19, 14",green
"526.6, 400.8","19, 13",green
"526.6, 460.8","19, 11",green
"526.6, 490.8","19, 10",green
"526.6, 520.8","19, 9",blue
"526.6, 550.8","19, 8",blue
"526.6, 580.8","19, 7",blue
"526.6, 610.8","19, 6",blue
"526.6, 640.8","19, 5",blue
"526.6, 670.8","19, 4",blue
"526.6, 700.8","19, 3",blue
"555.6, 40.8","20, 25",grey
"555.6, 70.8","20, 24",grey
"555.6, 100.8","20, 23",grey
"555.6, 130.8","20, 22",grey
"555.6, 160.8","20, 21",green
"555.6, 190.8","20, 20",green
"555.6, 220.8","20, 19",green
"555.6, 250.8","20, 18",green
"555.6, 280.8","20, 17",green
"555.6, 310.8","20, 16",green
"555.6, 340.8","20, 15",green
"555.6, 370.8","20, 14",pink
"555.6, 400.8","20, 13",green
"555.6, 460.8","20, 11",green
"555.6, 490.8","20, 10",green
"555.6, 520.8","20, 9",green
"555.6, 550.8","20, 8",blue
"555.6, 580.8","20, 7",blue
"555.6, 640.8","20, 5",blue
"555.6, 670.8","20, 4",blue
"555.6, 700.8","20, 3",blue
"584.6, 40.8","21, 25",grey
"584.6, 70.8","21, 24",grey
"584.6, 100.8","21, 23",grey
"584.6, 130.8","21, 22",grey
"584.6, 160.8","21, 21",grey
"584.6, 190.8","21, 20",grey
"584.6, 220.8","21, 19",grey
"584.6, 250.8","21, 18",green
"584.6, 280.8","21, 17",green
"584.6, 310.8","21, 16",green
"584.6, 340.8","21, 15",green
"584.6, 370.8","21, 14",green
"584.6, 400.8","21, 13",green
"584.6, 460.8","21, 11",green
"584.6, 490.8","21, 10",green
"584.6, 520.8","21, 9",green
"584.6, 550.8","21, 8",blue
"584.6, 580.8","21, 7",blue
"584.6, 610.8","21, 6",blue
"584.6, 640.8","21, 5",blue
"584.6, 670.8","21, 4",blue
"584.6, 700.8","21, 3",blue
"613.6, 70.8","22, 24",grey
"613.6, 100.8","22, 23",grey
"613.6, 130.8","22, 22",grey
"613.6, 160.8","22, 21",grey
"613.6, 190.8","22, 20",grey
"613.6, 220.8","22, 19",grey
"613.6, 250.8","22, 18",pink
"613.6, 280.8","22, 17",green
"613.6, 310.8","22, 16",green
"613.6, 340.8","22, 15",green
"613.6, 370.8","22, 14",green
"613.6, 400.8","22, 13",green
"613.6, 460.8","22, 11",green
"613.6, 490.8","22, 10",green
"613.6, 520.8","22, 9",pink
"613.6, 550.8","22, 8",blue
"613.6, 580.8","22, 7",blue
"613.6, 610.8","22, 6",blue
"613.6, 640.8","22, 5",blue
"613.6, 670.8","22, 4",blue
"642.6, 70.8","23, 24",grey
"642.6, 100.8","23, 23",grey
"642.6, 130.8","23, 22",grey
"642.6, 160.8","23, 21",grey
"642.6, 190.8","23, 20",grey
"642.6, 220.8","23, 19",grey
"642.6, 250.8","23, 18",green
"642.6, 280.8","23, 17",green
"642.6, 310.8","23, 16",green
"642.6, 340.8","23, 15",green
"642.6, 370.8","23, 14",green
"642.6, 460.8","23, 11",green
"642.6, 490.8","23, 10",green
"642.6, 520.8","23, 9",pink
"642.6, 550.8","23, 8",green
"642.6, 580.8","23, 7",blue
"642.6, 610.8","23, 6",blue
"642.6, 640.8","23, 5",blue
"642.6, 670.8","23, 4",blue
"671.6, 100.8","24, 23",grey
"671.6, 130.8","24, 22",grey
"671.6, 160.8","24, 21",grey
"671.6, 190.8","24, 20",grey
"671.6, 220.8","24, 19",grey
"671.6, 250.8","24, 18",grey
"671.6, 280.8","24, 17",pink
"671.6, 310.8","24, 16",green
"671.6, 340.8","24, 15",green
"671.6, 370.8","24, 14",green
"671.6, 400.8","24, 13",green
"671.6, 460.8","24, 11",green
"671.6, 490.8","24, 10",green
"671.6, 520.8","24, 9",green
"671.6, 550.8","24, 8",green
"671.6, 580.8","24, 7",green
"671.6, 610.8","24, 6",blue
"671.6, 640.8","24, 5",blue
"700.6, 100.8","25, 23",grey
"700.6, 130.8","25, 22",grey
"700.6, 160.8","25, 21",grey
"700.6, 190.8","25, 20",grey
"700.6, 220.8","25, 19",grey
"700.6, 250.8","25, 18",grey
"700.6, 280.8","25, 17",green
"700.6, 310.8","25, 16",green
"700.6, 340.8","25, 15",green
"700.6, 370.8","25, 14",green
"700.6, 400.8","25, 13",green
"700.6, 460.8","25, 11",green
"700.6, 490.8","25, 10",green
"700.6, 520.8","25, 9",green
"700.6, 550.8","25, 8",green
"700.6, 580.8","25, 7",blue
"700.6, 610.8","25, 6",blue
"729.6, 100.8","26, 23",grey
"729.6, 130.8","26, 22",grey
"729.6, 160.8","26, 21",grey
"729.6, 190.8","26, 20",grey
"729.6, 220.8","26, 19",grey
"729.6, 250.8","26, 18",grey
"729.6, 280.8","26, 17",green
"729.6, 310.8","26, 16",green
"729.6, 340.8","26, 15",green
"729.6, 370.8","26, 14",green
"729.6, 400.8","26, 13",green
"729.6, 460.8","26, 11",green
"729.6, 490.8","26, 10",green
"729.6, 520.8","26, 9",green
"729.6, 550.8","26, 8",green
"729.6, 580.8","26, 7",blue
"729.6, 610.8","26, 6",blue
"758.6, 100.8","27, 23",grey
"758.6, 130.8","27, 22",grey
"758.6, 160.8","27, 21",grey
"758.6, 190.8","27, 20",grey
"758.6, 220.8","27, 19",grey
"758.6, 250.8","27, 18",grey
"758.6, 280.8","27, 17",grey
"758.6, 310.8","27, 16",green
"758.6, 340.8","27, 15",green
"758.6, 370.8","27, 14",grey
"758.6, 400.8","27, 13",grey
"758.6, 460.8","27, 11",green
"758.6, 490.8","27, 10",green
"758.6, 520.8","27, 9",green
"758.6, 550.8","27, 8",green
"758.6, 580.8","27, 7",green
"787.6, 130.8","28, 22",grey
"787.6, 160.8","28, 21",grey
"787.6, 190.8","28, 20",grey
"787.6, 220.8","28, 19",grey
"787.6, 250.8","28, 18",grey
"787.6, 280.8","28, 17",grey
"787.6, 310.8","28, 16",grey
"787.6, 340.8","28, 15",grey
"787.6, 370.8","28, 14",grey
"787.6, 400.8","28, 13",grey
"787.6, 460.8","28, 11",green
"787.6, 490.8","28, 10",green
"787.6, 520.8","28, 9",green
"787.6, 550.8","28, 8",blue
"787.6, 580.8","28, 7",blue
"816.6, 220.8","29, 19",grey
"816.6, 250.8","29, 18",grey
"816.6, 280.8","29, 17",grey
"816.6, 310.8","29, 16",grey
"816.6, 370.8","29, 14",grey
"816.6, 400.8","29, 13",grey
"816.6, 460.8","29, 11",grey
"816.6, 490.8","29, 10",pink
"816.6, 520.8","29, 9",green
"816.6, 550.8","29, 8",green
