2597,7.409090909
5034,5.352272727
79586,3.102272727
2023,2.738636364
293,2.602272727
533,1.818181818
1890,1.738636364
5315,1.534090909
7167,1.522727273
226,1.488636364
2879,1.488636364
2876,1.329545455
2687,1.295454545
517,1.238636364
5351,1.204545455
9123,1.147727273
2987,1.045454545
51079,1.034090909
5052,0.965909091
5211,0.954545455
4726,0.931818182
126328,0.909090909
6649,0.829545455
476,0.806818182
8704,0.806818182
3615,0.795454545
4669,0.795454545
8566,0.761363636
8733,0.738636364
11253,0.738636364
10975,0.738636364
3030,0.727272727
4716,0.727272727
1327,0.715909091
4245,0.715909091
4705,0.715909091
8992,0.704545455
5476,0.693181818
2878,0.681818182
1809,0.659090909
6303,0.647727273
1892,0.636363636
514,0.625
23396,0.625
6574,0.613636364
51604,0.602272727
84444,0.590909091
4123,0.590909091
3636,0.579545455
10327,0.568181818
1340,0.568181818
54407,0.556818182
1346,0.545454545
1351,0.545454545
7264,0.545454545
4725,0.534090909
5834,0.511363636
112483,0.511363636
445,0.5
513,0.488636364
2548,0.488636364
3073,0.488636364
3632,0.488636364
3931,0.488636364
2356,0.477272727
4144,0.477272727
26229,0.465909091
7384,0.465909091
1329,0.454545455
2877,0.454545455
6723,0.454545455
7378,0.454545455
10555,0.443181818
4728,0.443181818
4832,0.443181818
6648,0.443181818
80271,0.431818182
5730,0.431818182
9114,0.420454545
118881,0.420454545
9415,0.409090909
2588,0.409090909
11343,0.409090909
27089,0.409090909
535,0.397727273
5214,0.397727273
7001,0.397727273
4696,0.386363636
4715,0.386363636
4833,0.386363636
8985,0.386363636
8402,0.386363636
10554,0.375
353,0.375
498,0.375
3418,0.375
3340,0.375
2224,0.363636364
29926,0.363636364
6576,0.363636364
51529,0.352272727
54480,0.352272727
1650,0.352272727
5728,0.352272727
6389,0.352272727
521,0.340909091
3945,0.340909091
4357,0.340909091
5049,0.340909091
410,0.329545455
8703,0.329545455
3098,0.329545455
4723,0.329545455
91373,0.329545455
9957,0.318181818
4191,0.318181818
1537,0.306818182
8818,0.306818182
2109,0.306818182
