2597,2.634328358
2023,1.71641791
2877,1.537313433
476,1.52238806
517,0.76119403
226,0.753731343
4726,0.701492537
1340,0.567164179
4725,0.559701493
1718,0.552238806
2879,0.52238806
1327,0.514925373
2987,0.514925373
1351,0.507462687
481,0.47761194
533,0.47761194
79586,0.47761194
514,0.447761194
126328,0.447761194
290,0.432835821
51079,0.425373134
10555,0.417910448
9245,0.395522388
4144,0.373134328
8733,0.365671642
4716,0.350746269
445,0.335820896
8992,0.335820896
2876,0.335820896
2224,0.328358209
8714,0.320895522
4705,0.320895522
2356,0.305970149
3615,0.305970149
51523,0.291044776
1347,0.276119403
9296,0.268656716
5476,0.268656716
2878,0.268656716
9114,0.26119403
4259,0.26119403
353,0.253731343
645,0.253731343
11343,0.253731343
1337,0.23880597
1650,0.23880597
3418,0.23880597
483,0.231343284
498,0.223880597
1892,0.223880597
4123,0.223880597
221,0.21641791
506,0.21641791
2683,0.21641791
3030,0.21641791
4245,0.21641791
521,0.208955224
3098,0.208955224
4357,0.208955224
10327,0.201492537
10331,0.201492537
118881,0.201492537
84444,0.201492537
3636,0.201492537
4669,0.201492537
4695,0.201492537
2582,0.194029851
2687,0.194029851
2752,0.194029851
2944,0.194029851
4715,0.194029851
535,0.186567164
124583,0.186567164
50506,0.186567164
2109,0.186567164
11253,0.186567164
526,0.179104478
4708,0.179104478
4832,0.179104478
10195,0.171641791
1329,0.171641791
4728,0.171641791
955,0.164179104
51529,0.156716418
9551,0.156716418
8704,0.156716418
1537,0.156716418
64772,0.156716418
80271,0.156716418
51,0.149253731
10768,0.149253731
516,0.149253731
1384,0.149253731
2222,0.149253731
3632,0.149253731
4694,0.149253731
4714,0.149253731
4723,0.149253731
518,0.141791045
529,0.141791045
8703,0.141791045
2678,0.141791045
2821,0.141791045
4696,0.141791045
224,0.134328358
2548,0.134328358
29926,0.134328358
11282,0.134328358
374291,0.134328358
4731,0.134328358
4830,0.134328358
29922,0.134328358
30,0.126865672
410,0.126865672
513,0.126865672
